,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
3333,4920,0,Non Existing Client,1968-05-04,2011-11-13,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-11-17,Sales,Owned,2,2013-01-28,B
3342,7605,1,Non Existing Client,1958-03-19,2012-02-20,NP_Client,University,Married,0.0,10,36.0,10.0,G,2012-02-21,Sales,Owned,1,2012-12-31,B
3347,3271,0,Non Existing Client,1982-11-09,2011-12-09,NP_Client,University,Married,0.0,15,50.0,1.0,G,2011-09-20,Sales,Owned,2,2013-02-13,C
3348,1080,0,Non Existing Client,1966-10-15,2011-06-25,NP_Client,University,Married,2.0,22,20.0,1.0,C,2011-06-27,Branch,Owned,2,2012-06-13,B
3349,9541,0,Non Existing Client,1982-02-02,2012-04-24,NP_Client,University,Married,3.0,10,18.0,2.0,C,2012-04-26,Sales,Owned,1,2013-03-13,B
3352,526,0,Existing Client,1962-02-08,2007-08-02,NP_Client,University,Married,2.0,15,100.0,1.0,C,2011-06-28,Branch,Owned,1,2012-08-05,C
3356,1709,0,Non Existing Client,1966-03-16,2011-07-14,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-07-25,Branch,Owned,1,2012-06-19,B
3369,3411,0,Non Existing Client,1976-01-09,2011-09-20,NP_Client,University,Married,2.0,22,18.0,2.0,C,2011-09-21,Sales,Owned,2,2013-03-20,B
3380,7383,0,Non Existing Client,1971-03-16,2012-09-02,NP_Client,Master/PhD,Married,0.0,1,25.0,1.0,C,2012-12-02,Sales,Owned,1,2013-05-29,D
3381,5485,1,Non Existing Client,1973-12-16,2011-02-11,NP_Client,University,Single,0.0,17,15.0,13.0,C,2011-04-12,Branch,Parents,1,2012-07-31,M
3382,7654,0,Non Existing Client,1978-03-20,2012-02-21,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-02-22,Sales,Owned,2,2012-10-17,D
3401,827,0,Non Existing Client,1970-04-25,2011-02-06,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-06-06,Sales,Owned,3,2013-08-01,B
3403,5701,1,Non Existing Client,1976-11-12,2011-12-12,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-12-13,Sales,Owned,1,2012-10-31,B
3423,706,1,Existing Client,1955-05-07,2011-05-18,NP_Client,University,Divorced,0.0,31,24.78,1.0,C,2011-06-15,Sales,Old rent,1,2011-10-31,L
3424,2460,0,Non Existing Client,1960-10-09,2011-11-08,NP_Client,University,Single,0.0,40,36.0,1.0,C,2011-08-15,Sales,Owned,1,2012-09-17,B
3432,5685,1,Non Existing Client,1978-09-18,2011-06-12,NP_Client,University,Single,0.0,27,24.0,3.0,C,2011-12-13,Branch,Parents,1,2012-11-29,K
3434,4304,1,Non Existing Client,1967-01-25,2011-09-10,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-10-18,Sales,Owned,1,2012-12-31,B
3439,8261,0,Non Existing Client,1967-12-23,2012-04-03,NP_Client,University,Married,3.0,10,36.0,10.0,C,2012-05-03,Sales,Owned,1,2012-12-12,B
3441,2302,0,Non Existing Client,1981-02-14,2011-02-08,NP_Client,University,Married,0.0,7,36.0,1.0,C,2011-03-08,Sales,Owned,1,2012-10-30,B
3453,1412,0,Non Existing Client,1977-01-21,2011-04-07,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-05-07,Sales,Owned,1,2012-07-31,B
3455,131,1,Existing Client,1963-01-01,2010-08-15,P_Client,University,Married,3.0,4,54.396,3.0,C,2011-09-05,Branch,Owned,1,2012-03-29,G
3463,5725,1,Non Existing Client,1979-11-21,2011-12-12,NP_Client,University,Married,2.0,6,18.0,2.0,C,2011-12-13,Sales,Owned,1,2013-05-30,B
3466,216,1,Non Existing Client,1953-11-17,2011-03-05,NP_Client,University,Married,2.0,11,18.0,2.0,C,2011-04-05,Sales,Owned,1,2011-12-29,B
3469,8554,0,Non Existing Client,1978-02-25,2012-03-18,NP_Client,University,Married,1.0,5,18.0,2.0,C,2012-03-22,Sales,Owned,1,2013-12-05,D
3482,3761,0,Non Existing Client,1978-07-23,2011-09-25,NP_Client,Master/PhD,Married,2.0,4,18.0,7.0,G,2011-09-29,Branch,Owned,1,2012-05-06,C
3485,5490,0,Existing Client,1978-01-02,2011-05-12,NP_Client,University,Married,0.0,20,25.0,1.0,C,2011-12-20,Sales,Owned,1,2013-10-01,B
3490,4285,0,Non Existing Client,1984-09-17,2011-10-18,NP_Client,University,Single,1.0,20,38.0,4.0,C,2011-10-19,Branch,Owned,2,2013-01-26,D
3497,5388,1,Existing Client,1957-09-23,2011-11-30,NP_Client,University,Married,2.0,10,66.0,5.0,C,2011-12-20,Sales,Owned,1,2013-12-05,L
3501,5020,1,Non Existing Client,1979-01-05,2011-11-17,NP_Client,University,Married,0.0,22,18.0,2.0,C,2011-11-23,Sales,Owned,1,2013-02-20,B
3509,2650,0,Non Existing Client,1961-06-11,2011-08-16,NP_Client,University,Married,0.0,7,36.0,1.0,C,2011-08-24,Branch,Owned,2,2012-05-23,B
3513,6745,0,Non Existing Client,1952-01-01,2012-01-19,NP_Client,University,Married,2.0,30,25.0,1.0,C,2012-01-22,Sales,Owned,2,2013-06-03,B
3514,354,1,Non Existing Client,1961-08-20,2011-05-16,NP_Client,Master/PhD,Married,0.0,25,18.0,1.0,C,2011-05-17,Branch,Owned,1,2012-01-31,B
3520,6742,0,Non Existing Client,1954-09-05,2012-01-13,NP_Client,University,Married,0.0,3,300.0,0.0,C,2012-01-22,Branch,Owned,2,2013-03-31,D
3538,1360,1,Existing Client,1982-01-09,2011-06-22,NP_Client,University,Married,1.0,15,36.431999999999995,1.0,C,2011-07-21,Sales,Owned,1,2012-08-30,L
3540,3129,1,Non Existing Client,1967-05-31,2011-08-09,NP_Client,University,Married,3.0,6,36.0,6.0,C,2011-11-09,Sales,Owned,1,2013-08-05,B
3541,8049,1,Existing Client,1979-07-19,2012-01-16,NP_Client,University,Married,2.0,7,42.0,11.0,C,2012-03-22,Sales,Owned,1,2013-02-28,L
3542,9307,1,Non Existing Client,1957-07-19,2012-10-04,NP_Client,University,Married,3.0,30,18.0,22.0,C,2012-11-04,Sales,Owned,1,2012-11-29,B
3550,3982,0,Non Existing Client,1978-06-11,2011-02-10,NP_Client,University,Single,0.0,32,18.0,2.0,C,2011-03-10,Sales,Owned,1,2013-05-30,B
3559,6340,0,Non Existing Client,1975-01-01,2012-02-01,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-04-01,Sales,Owned,1,2013-06-02,B
3568,5732,0,Non Existing Client,1976-07-23,2011-12-12,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-12-13,Sales,Owned,2,2013-04-16,B
3570,2480,1,Non Existing Client,1982-04-15,2011-11-08,NP_Client,University,Married,5.0,10,20.0,1.0,C,2011-08-16,Sales,Owned,1,2012-10-09,B
3573,8310,0,Non Existing Client,1970-06-23,2012-06-03,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-07-03,Sales,Owned,2,2012-09-12,B
3589,7347,0,Non Existing Client,1965-04-02,2012-07-02,NP_Client,University,Married,2.0,22,18.0,2.0,C,2012-08-02,Sales,Owned,2,2013-02-22,B
3591,1167,0,Non Existing Client,1977-10-30,2011-07-16,NP_Client,University,Married,3.0,9,350.0,6.0,C,2011-07-17,Branch,Owned,2,2012-11-21,D
3603,9113,0,Non Existing Client,1989-02-26,2012-03-28,NP_Client,University,Single,0.0,15,276.0,1.0,C,2012-03-29,Branch,Owned,2,2013-03-28,D
3604,5271,0,Existing Client,1985-03-09,2011-03-31,P_Client,University,Single,0.0,1,25.56,1.0,C,2011-08-12,Sales,Owned,1,2013-05-30,H
3608,3450,0,Non Existing Client,1960-11-03,2011-09-21,NP_Client,University,Married,2.0,2,18.0,2.0,C,2011-09-22,Sales,Owned,1,2013-03-31,B
3609,7509,1,Existing Client,1964-12-29,2012-02-19,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-02-23,Sales,Owned,1,2013-03-31,C
3622,7873,1,Existing Client,1959-03-03,2008-07-31,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-06-03,Sales,Owned,1,2012-09-12,B
3627,4096,1,Non Existing Client,1972-06-18,2011-09-10,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-11-10,Branch,Owned,1,2012-12-04,D
3630,7834,0,Existing Client,1950-03-26,2007-01-22,NP_Client,University,Married,0.0,22,20.0,2.0,C,2012-03-19,Sales,Owned,2,2013-10-03,B
3633,286,0,Non Existing Client,1962-06-04,2011-02-05,NP_Client,University,Married,0.0,1,18.0,1.0,C,2011-11-05,Sales,Owned,1,2012-11-28,B
3634,8727,0,Non Existing Client,1975-01-03,2012-03-26,NP_Client,University,Married,1.0,10,36.0,3.0,C,2012-03-27,Sales,Owned,2,2013-07-04,D
3637,5783,0,Non Existing Client,1960-10-12,2011-12-14,NP_Client,University,Married,0.0,1,25.0,1.0,C,2011-12-15,Sales,Owned,1,2012-03-01,B
3642,4231,0,Non Existing Client,1970-12-05,2011-10-18,NP_Client,University,Married,0.0,16,36.0,2.0,C,2011-10-19,Sales,Owned,1,2012-09-26,B
3644,7161,1,Existing Client,1975-01-12,2012-01-17,NP_Client,University,Married,0.0,1,54.0,1.0,C,2012-02-23,Sales,Owned,1,2013-05-30,L
3647,5620,1,Non Existing Client,1966-11-01,2011-05-12,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-11-12,Sales,Owned,1,2012-11-29,K
3649,422,0,Non Existing Client,1987-02-27,2011-05-17,NP_Client,University,Single,0.0,23,36.0,1.0,C,2011-05-23,Sales,Parents,2,2012-09-19,D
3653,9058,0,Non Existing Client,1974-11-16,2012-03-25,NP_Client,University,Married,0.0,15,18.0,2.0,C,2012-03-26,Sales,Owned,1,2012-11-27,B
3663,8172,0,Non Existing Client,1975-12-27,2012-02-28,NP_Client,University,Married,0.0,10,50.0,10.0,C,2012-02-29,Sales,Owned,1,2012-09-26,D
3665,146,0,Existing Client,1981-06-07,2011-01-13,NP_Client,Master/PhD,Married,1.0,5,18.0,1.0,C,2011-08-05,Sales,Owned,1,2012-10-15,B
3666,6187,1,Existing Client,1979-11-28,2011-12-18,NP_Client,University,Single,0.0,1,54.0,1.0,C,2012-12-01,Sales,Owned,1,2012-08-30,L
3670,8883,1,Existing Client,1961-07-28,2008-11-25,NP_Client,University,Married,2.0,1,36.0,1.0,C,2012-11-04,Sales,Owned,1,2012-11-29,B
3677,5416,0,Non Existing Client,1977-06-14,2011-11-21,NP_Client,Master/PhD,Single,0.0,13,18.0,4.0,G,2011-11-30,Sales,Owned,1,2012-06-20,C
3678,2147,1,Existing Client,1971-09-22,2011-06-22,NP_Client,Master/PhD,Married,2.0,40,50.0,10.0,C,2011-08-16,Sales,Parents,1,2012-10-31,C
3686,4778,1,Non Existing Client,1977-03-29,2011-10-24,NP_Client,University,Married,0.0,10,36.0,3.0,C,2011-10-30,Sales,Owned,1,2012-08-30,K
3687,6573,0,Non Existing Client,1981-07-03,2012-12-01,NP_Client,University,Married,0.0,15,30.0,1.0,C,2012-01-15,Sales,Owned,1,2013-08-05,B
3689,5186,0,Existing Client,1980-10-07,2009-02-26,NP_Client,Master/PhD,Single,0.0,30,24.0,1.0,G,2011-06-12,Branch,Owned,1,2012-11-18,C
3698,6721,0,Non Existing Client,1977-01-21,2011-05-12,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-01-19,Sales,Owned,2,2013-04-28,B
3701,8258,1,Existing Client,1981-09-09,2012-06-03,NP_Client,University,Married,0.0,15,43.8,1.0,C,2012-03-25,Sales,Owned,1,2012-11-29,L
3703,1713,0,Non Existing Client,1985-03-27,2011-07-18,NP_Client,University,Married,2.0,3,60.0,1.0,C,2011-07-25,Branch,Owned,1,2012-06-25,B
3704,2144,0,Existing Client,1968-03-03,2011-06-20,NP_Client,University,Married,2.0,10,36.0,10.0,C,2011-01-08,Sales,Owned,1,2012-01-11,B
3705,409,0,Non Existing Client,1967-02-18,2011-08-05,NP_Client,University,Married,3.0,44,36.0,1.0,C,2011-05-15,Sales,Parents,1,2012-05-11,B
3709,3558,1,Existing Client,1982-12-01,2006-02-07,NP_Client,Master/PhD,Married,1.0,2,34.5,1.0,C,2011-12-09,Sales,Owned,1,2013-02-28,L
3710,8091,0,Existing Client,1966-10-28,2012-02-21,NP_Client,University,Married,0.0,6,680.0,20.0,P,2012-08-03,Branch,Owned,2,2012-12-18,F
3713,7145,1,Existing Client,1980-09-11,2012-11-01,NP_Client,Master/PhD,Married,0.0,10,50.0,10.0,G,2012-02-14,Sales,Owned,1,2012-09-30,C
3719,2938,0,Existing Client,1950-12-04,2010-12-20,NP_Client,University,Married,0.0,30,36.0,30.0,C,2011-11-09,Sales,Owned,1,2012-01-08,B
3723,3789,0,Existing Client,1986-11-16,2010-11-23,P_Client,University,Single,0.0,10,70.8,1.0,G,2011-09-26,Branch,Owned,1,2012-06-08,G
3726,4847,0,Non Existing Client,1985-12-28,2011-03-11,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-09-11,Sales,Owned,2,2012-12-27,B
3739,3048,0,Non Existing Client,1984-06-08,2011-08-15,NP_Client,University,Single,0.0,19,32.676,3.0,C,2011-08-28,Branch,Old rent,1,2012-10-16,K
3747,4147,0,Non Existing Client,1988-07-07,2011-12-10,NP_Client,University,Single,4.0,1,36.0,1.0,C,2011-10-15,Sales,Owned,1,2012-11-12,B
3748,400,0,Non Existing Client,1966-12-29,2011-05-18,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-05-22,Sales,Owned,2,2013-02-24,B
3749,2686,0,Existing Client,1955-08-19,1983-03-24,NP_Client,University,Married,1.0,10,36.0,1.0,C,2011-07-27,Branch,Owned,2,2012-05-20,B
3761,6180,0,Non Existing Client,1979-11-28,2012-11-01,NP_Client,University,Married,1.0,32,60.0,3.0,C,2012-01-23,Branch,Parents,2,2012-09-18,K
3774,4959,0,Non Existing Client,1986-11-17,2011-11-15,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-11-17,Sales,Owned,2,2012-11-11,B
3776,3161,0,Non Existing Client,1955-09-25,2011-11-09,NP_Client,University,Married,3.0,20,18.0,2.0,C,2011-12-09,Sales,Owned,2,2012-04-12,D
3781,7399,0,Non Existing Client,1962-01-12,2012-09-02,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-12-02,Sales,Owned,1,2013-05-27,B
3784,4694,0,Existing Client,1967-06-03,2011-10-17,NP_Client,University,Single,0.0,15,30.0,1.0,G,2011-10-29,Sales,Owned,2,2012-02-12,C
3787,148,0,Existing Client,1986-02-23,2011-01-18,NP_Client,University,Single,0.0,25,36.0,0.0,C,2011-12-05,Branch,Owned,1,2013-01-17,J
3789,8473,1,Non Existing Client,1963-05-08,2012-03-13,NP_Client,University,Married,4.0,10,36.0,9.0,C,2012-03-14,Sales,Owned,1,2012-07-31,B
3791,1278,1,Existing Client,1969-11-20,2010-07-04,NP_Client,University,Married,4.0,3,20.0,10.0,C,2011-07-27,Sales,Owned,1,2012-06-28,B
3794,4153,0,Non Existing Client,1960-11-08,2011-10-10,NP_Client,Master/PhD,Married,4.0,40,180.0,2.0,G,2011-10-13,Branch,Old rent,1,2013-03-30,M
3797,9504,0,Non Existing Client,1981-06-12,2012-04-21,NP_Client,University,Married,0.0,7,18.0,2.0,C,2012-04-24,Sales,Owned,1,2013-02-04,B
3799,5823,0,Non Existing Client,1960-01-16,2011-12-15,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-12-21,Sales,Owned,1,2012-12-24,B
3801,9292,1,Non Existing Client,1976-07-23,2012-03-20,NP_Client,University,Married,4.0,1,0.06,3.0,C,2012-04-17,Branch,New rent,1,2012-12-31,B
3805,1918,0,Existing Client,1973-09-10,2008-03-08,NP_Client,University,Married,0.0,6,36.0,1.0,C,2011-08-23,Branch,Owned,1,2012-04-24,B
3813,6854,0,Non Existing Client,1986-01-10,2012-01-28,NP_Client,University,Single,0.0,25,36.0,25.0,C,2012-01-29,Branch,Old rent,1,2013-05-30,D
3814,4925,0,Non Existing Client,1970-01-20,2011-11-13,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-14,Sales,Owned,1,2013-10-05,B
3817,4789,0,Non Existing Client,1976-12-19,2011-10-27,NP_Client,University,Married,2.0,10,36.0,10.0,C,2011-01-11,Sales,Owned,2,2012-01-08,B
3822,7251,0,Existing Client,1979-03-05,2012-01-02,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-02-19,Sales,Owned,1,2013-02-26,B
3826,1518,1,Non Existing Client,1985-01-11,2011-07-14,NP_Client,University,Married,0.0,4,20.0,1.0,C,2011-07-17,Branch,Owned,1,2012-02-29,B
3831,2230,0,Non Existing Client,1953-01-05,2011-07-24,NP_Client,University,Married,4.0,35,36.0,1.0,C,2011-07-29,Sales,Owned,1,2013-04-21,B
3833,5019,0,Non Existing Client,1961-03-14,2011-11-17,NP_Client,University,Married,0.0,19,18.0,1.0,C,2011-11-23,Sales,Owned,1,2012-08-21,B
3836,2574,0,Non Existing Client,1989-03-14,2010-08-25,NP_Client,University,Single,0.0,10,36.0,1.0,C,2011-08-23,Branch,Owned,1,2012-02-29,B
3842,2296,1,Non Existing Client,1984-08-08,2011-07-28,NP_Client,University,Married,0.0,10,20.0,1.0,C,2011-03-08,Sales,Owned,1,2012-07-31,D
3846,2804,0,Existing Client,1984-12-21,2008-06-26,P_Client,University,Single,0.0,26,80.0,3.0,C,2011-09-27,Branch,Parents,2,2013-04-02,B
3847,1293,0,Existing Client,1981-04-14,2010-06-16,NP_Client,University,Married,0.0,10,100.0,1.0,G,2011-07-28,Sales,Owned,1,2012-12-31,C
3848,4855,1,Non Existing Client,1956-05-07,2011-10-24,NP_Client,University,Married,0.0,10,50.0,10.0,C,2011-09-11,Sales,Owned,1,2012-01-11,B
3849,5198,0,Existing Client,1975-11-20,2009-04-30,NP_Client,University,Widowed,2.0,12,50.0,0.0,C,2011-08-12,Branch,Parents,1,2012-03-10,D
3852,8056,1,Existing Client,1988-01-10,2012-02-02,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-02-28,Sales,Owned,1,2012-11-29,H
3853,6548,0,Non Existing Client,1968-04-09,2012-10-01,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-11-01,Sales,Owned,1,2013-04-28,B
3854,1987,0,Existing Client,1988-11-10,2009-10-22,NP_Client,University,Single,0.0,24,36.0,0.0,C,2011-11-08,Branch,Parents,1,2013-04-15,J
3869,49,0,Existing Client,1964-02-23,2008-02-21,NP_Client,Master/PhD,Married,3.0,20,50.0,3.0,C,2011-05-29,Sales,Owned,2,2012-08-23,B
3879,8824,1,Existing Client,1956-06-22,2005-07-03,NP_Client,University,Married,0.0,10,50.0,10.0,C,2012-04-04,Sales,Owned,1,2012-12-31,B
3885,5232,0,Existing Client,1982-01-17,2010-03-15,NP_Client,University,Married,1.0,1,25.0,1.0,C,2011-12-12,Sales,Owned,1,2013-02-17,B
3893,913,0,Non Existing Client,1988-05-30,2011-12-06,NP_Client,University,Single,0.0,15,32.0,1.0,C,2011-06-17,Sales,Owned,2,2013-03-26,B
3894,3549,0,Existing Client,1979-07-01,2004-03-23,NP_Client,University,Married,2.0,2,36.0,1.0,C,2011-12-09,Sales,Owned,2,2013-06-01,D
3896,6527,0,Non Existing Client,1971-04-15,2012-10-01,NP_Client,University,Married,0.0,15,30.0,1.0,C,2012-11-01,Sales,Owned,1,2012-11-28,B
3907,6495,0,Non Existing Client,1971-02-03,2012-09-01,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-10-01,Sales,Owned,2,2012-08-11,B
3909,3914,0,Non Existing Client,1983-09-30,2011-09-22,NP_Client,University,Married,1.0,1,120.0,1.0,C,2011-09-28,Sales,Owned,1,2013-08-05,B
3919,8541,1,Non Existing Client,1986-08-03,2012-03-18,NP_Client,University,Single,0.0,5,18.0,2.0,C,2012-03-26,Sales,Owned,1,2012-09-30,B
3926,1464,0,Non Existing Client,1978-01-16,2011-03-07,NP_Client,University,Married,2.0,7,18.0,2.0,C,2011-10-07,Branch,Owned,1,2012-07-06,B
3933,7205,0,Non Existing Client,1962-11-04,2012-01-22,NP_Client,University,Married,0.0,15,45.0,1.0,C,2012-01-30,Sales,Owned,2,2012-12-26,K
3934,2277,0,Non Existing Client,1974-12-15,2011-07-31,NP_Client,Master/PhD,Married,1.0,10,18.0,2.0,C,2011-01-08,Sales,Owned,1,2013-05-30,B
3950,359,1,Non Existing Client,1949-01-04,2011-05-15,NP_Client,University,Widowed,2.0,40,18.0,2.0,C,2011-05-19,Branch,Owned,1,2011-12-29,B
3951,3237,0,Non Existing Client,1990-05-03,2011-12-09,NP_Client,University,Single,0.0,24,54.0,1.0,C,2011-09-14,Branch,Parents,2,2012-08-08,B
3952,6903,0,Existing Client,1959-08-13,1983-10-24,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-01-15,Sales,Owned,2,2013-03-17,B
3954,555,0,Existing Client,1985-03-23,2008-03-09,P_Client,University,Single,0.0,26,45.0,3.0,C,2011-05-30,Branch,Old rent,2,2012-07-22,B
3956,1851,0,Existing Client,1977-04-22,2005-11-12,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-08-08,Branch,Owned,2,2012-09-04,B
3961,196,0,Non Existing Client,1949-04-11,2011-02-05,NP_Client,University,Married,4.0,19,20.0,1.0,C,2011-03-05,Sales,Owned,2,2013-10-01,B
3966,4097,1,Non Existing Client,1964-02-09,2011-10-10,NP_Client,University,Married,4.0,22,18.0,2.0,C,2011-11-10,Sales,Owned,1,2012-07-31,B
3967,3223,0,Existing Client,1964-09-21,2011-09-15,NP_Client,Master/PhD,Married,0.0,7,36.0,5.0,G,2011-09-27,Sales,Owned,1,2013-03-25,C
3971,2239,1,Non Existing Client,1965-01-10,2011-07-24,NP_Client,University,Married,2.0,12,18.0,2.0,C,2011-07-31,Branch,Owned,1,2012-03-29,B
3974,2450,0,Non Existing Client,1983-08-16,2011-09-08,NP_Client,University,Married,1.0,1,36.0,1.0,C,2011-11-08,Branch,Owned,1,2012-07-05,B
3980,5740,1,Non Existing Client,1969-07-13,2011-12-13,NP_Client,University,Married,4.0,1,36.0,1.0,C,2011-12-14,Sales,Owned,1,2012-11-29,B
3984,9128,1,Non Existing Client,1988-08-23,2012-03-18,NP_Client,University,Single,0.0,2,120.0,2.0,C,2012-01-04,Branch,Owned,1,2013-05-30,B
3998,2253,0,Non Existing Client,1980-02-27,2011-07-25,NP_Client,Master/PhD,Married,1.0,5,60.0,7.0,C,2011-07-31,Branch,Owned,2,2012-04-23,B
4002,2435,0,Non Existing Client,1962-07-01,2011-08-14,NP_Client,University,Married,0.0,12,18.0,2.0,C,2011-08-25,Branch,Owned,2,2012-12-04,B
4010,3771,0,Existing Client,1985-06-27,2010-08-22,P_Client,University,Single,0.0,10,40.788000000000004,1.0,G,2011-05-10,Branch,Old rent,1,2013-05-30,G
4013,2204,0,Existing Client,1974-05-17,2011-07-25,NP_Client,University,Single,0.0,1,2000.0,1.0,P,2011-08-08,Branch,Owned,3,2013-02-27,K
4019,4942,0,Non Existing Client,1957-02-08,2011-11-14,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-15,Sales,Owned,1,2012-12-17,B
4034,9333,1,Non Existing Client,1975-07-12,2012-04-04,NP_Client,Master/PhD,Married,3.0,3,50.0,10.0,C,2012-12-04,Sales,Owned,1,2012-10-30,B
4039,6555,0,Non Existing Client,1984-08-29,2011-12-14,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-12-01,Sales,Owned,2,2012-11-10,D
4048,2250,1,Non Existing Client,1958-09-06,2011-07-27,NP_Client,University,Married,0.0,10,20.0,1.0,C,2011-01-08,Sales,Owned,1,2013-05-30,D
4058,3646,0,Existing Client,1969-10-16,2008-03-16,NP_Client,University,Married,3.0,10,36.0,3.0,C,2011-10-17,Sales,Owned,1,2013-01-04,D
4059,6709,0,Non Existing Client,1972-07-14,2012-01-18,NP_Client,University,Married,2.0,10,36.0,1.0,C,2012-01-19,Sales,Owned,1,2013-10-01,B
4063,6161,1,Existing Client,1983-12-13,2011-05-12,NP_Client,Diploma,Single,0.0,10,58.692,4.0,G,2011-12-29,Branch,Old rent,1,2013-05-30,L
4073,2873,0,Existing Client,1961-01-08,2010-10-02,NP_Client,University,Married,2.0,1,5.0,1.0,C,2011-09-21,Sales,Owned,1,2013-03-31,B
4077,3881,0,Non Existing Client,1968-03-28,2011-09-26,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-09-27,Sales,Owned,2,2013-03-17,B
4078,7699,1,Non Existing Client,1966-03-17,2012-02-26,NP_Client,University,Married,2.0,19,36.0,19.0,C,2012-02-27,Sales,Owned,1,2012-10-31,B
4079,960,0,Non Existing Client,1987-07-23,2011-07-06,NP_Client,University,Single,1.0,11,36.0,1.0,C,2011-06-22,Branch,Owned,2,2013-01-23,K
4082,2564,0,Non Existing Client,1955-03-10,2011-10-08,NP_Client,University,Married,3.0,10,36.0,1.0,C,2011-08-20,Sales,Owned,1,2013-03-21,B
4090,2964,0,Existing Client,1987-01-10,2011-04-20,P_Client,University,Single,0.0,20,18.0,2.0,C,2011-06-09,Branch,Owned,1,2013-01-23,G
4092,4836,1,Non Existing Client,1984-04-23,2011-01-11,NP_Client,University,Single,0.0,22,18.0,2.0,C,2011-03-11,Sales,Owned,1,2012-08-30,B
4095,8243,0,Non Existing Client,1956-04-10,2012-04-03,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-05-03,Sales,Owned,1,2013-05-22,B
4102,9147,0,Non Existing Client,1964-08-29,2012-01-04,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-10-04,Sales,Owned,1,2013-05-30,B
4104,6468,0,Non Existing Client,1958-08-30,2011-12-25,NP_Client,University,Married,2.0,1,36.0,1.0,C,2012-12-01,Sales,Owned,2,2012-09-09,D
4106,8661,0,Non Existing Client,1958-09-21,2012-03-22,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-03-25,Sales,Owned,1,2012-12-20,B
4108,7051,0,Existing Client,1982-02-18,2010-02-25,NP_Client,University,Single,0.0,4,36.0,10.0,C,2012-02-19,Sales,Owned,1,2012-06-12,B
4118,348,0,Non Existing Client,1981-02-26,2011-05-16,NP_Client,University,Single,0.0,30,18.0,1.0,C,2011-05-17,Branch,Old rent,2,2012-03-20,B
4124,1731,0,Non Existing Client,1965-07-01,2011-07-23,NP_Client,University,Married,0.0,5,30.0,5.0,C,2011-07-26,Branch,Old rent,2,2012-10-14,D
4128,2740,1,Existing Client,1959-06-23,2005-09-22,NP_Client,University,Married,0.0,22,18.0,2.0,C,2011-09-21,Sales,Owned,1,2012-08-16,B
4129,2229,0,Non Existing Client,1973-09-17,2011-10-07,NP_Client,University,Married,0.0,4,20.0,1.0,C,2011-07-28,Sales,Owned,2,2012-10-17,B
4131,8878,0,Existing Client,1970-07-09,2008-07-09,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-03-29,Sales,Owned,1,2013-05-13,B
4132,699,0,Non Existing Client,1985-08-29,2011-12-05,NP_Client,Master/PhD,Single,0.0,23,24.0,2.0,C,2011-06-19,Branch,Owned,3,2012-04-09,B
4133,5164,0,Existing Client,1959-03-15,2007-12-17,NP_Client,University,Married,4.0,18,18.0,2.0,C,2011-06-12,Sales,Owned,1,2012-10-16,B
4137,7880,0,Existing Client,1975-09-16,2008-10-27,P_Client,University,Married,0.0,1,36.0,1.0,C,2012-03-22,Sales,Owned,1,2013-05-28,B
